route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"11-SKY-mjp-1","T0","11.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T2","11.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T3","11.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","UW","11.UW.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0","","2"
"11-SKY-mjp-1","T0","110.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","110.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","110.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","110.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","111.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","111.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","111.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","111.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","112.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","112.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","112.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","112.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","113.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","113.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","113.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","113.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","114.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","114.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","114.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","114.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","115.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","115.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","115.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","115.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","116.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T2","116.T2.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T3","116.T3.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","UW","116.UW.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
"11-SKY-mjp-1","T0","117.T0.11-SKY-mjp-1.2.R","11-SKY-mjp-1.2.R","Melbourne Airport","1","","2"
